csúcsid;alcsúcsid;kapcsolat
m5023;5;m5035,
m5024;0;m5038,
m5024;1;m5038,
m5024;2;m5038,
m5024;3;m5038,
m5024;4;m5038,
m5024;5;m5038,
m5025;0;m5039,
m5025;1;m5039,
m5025;2;m5039,
m5025;3;m5039,
m5025;4;m5039,
m5025;5;m5039,
m5026;0;m5039,
m5026;1;m5039,
m5026;2;m5039,
m5026;3;m5039,
m5026;4;m5039,
m5026;5;m5039,
m5027;0;m41,m5041,
m5027;1;m41,m5041,
m5027;2;m41,m5041,
m5027;3;m41,m5041,
m5027;4;m41,m5041,
m5027;5;m41,m5041,
m5028;0;m5040,
m5028;1;m5040,
m5028;2;m5040,
m5028;3;m5040,
m5028;4;m5040,
m5028;5;m5040,
m5029;0;m5036,
m5029;1;m5036,
m5029;2;m5036,
m5029;3;m5036,
m5029;4;m5036,
m5029;5;m5036,
m5030;0;m41,m5041,
m5030;1;m41,m5041,
m5030;2;m41,m5041,
m5030;3;m41,m5041,
m5030;4;m41,m5041,
m5030;5;m41,m5041,
m5031;0;m5040,
m5031;1;m5040,
m5031;2;m5040,
m5031;3;m5040,
m5031;4;m5040,
m5031;5;m5040,
m5032;0;m5035,
m5032;1;m5035,
m5032;2;m5035,
m5032;3;m5035,
m5032;4;m5035,
m5032;5;m5035,
m5033;0;m5037,
m5033;1;m5037,
m5033;2;m5037,
m5033;3;m5037,
m5033;4;m5037,
m5033;5;m5037,
m5034;0;m5037,
m5034;1;m5037,
m5034;2;m5037,
m5034;3;m5037,
m5034;4;m5037,
m5034;5;m5037,
m5035;-1;
m5035;1;
m5036;-1;
m5036;1;
m5037;-1;
m5037;1;
m5038;-1;
m5038;1;
m5039;-1;
m5039;1;
m5040;-1;
m5040;1;
m5041;-1;
m5041;1;
m99999;1;
m99999;2;
